ID,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
861,"(1239.9591674804688, 356.8841552734375)","(1557.042724609375, 213.56270599365234)","(104.33426666259766, 258.71729278564453)","(808.8861389160156, 330.3483581542969)","(723.787353515625, 328.83580017089844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
862,"(1546.12060546875, 603.193359375)","(1238.25244140625, 357.54833984375)","(1556.5842895507812, 213.86053466796875)","(102.91179466247559, 258.09693145751953)","(739.2016296386719, 966.1915893554688)","(892.4306640625, 619.0901794433594)","(821.5183715820312, 311.46043395996094)","(420.4998016357422, 236.91487884521484)","(745.8835754394531, 307.06504821777344)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
863,"(1547.3258666992188, 598.5334167480469)","(1239.9070434570312, 357.22222900390625)","(1558.5476684570312, 213.14612579345703)","(821.7632751464844, 301.48326110839844)","(103.04138565063477, 257.81092071533203)","(738.4829406738281, 965.8632507324219)","(895.8385925292969, 629.9745483398438)","(417.7469940185547, 236.66088104248047)","(746.5507507324219, 295.72169494628906)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
864,"(814.7000732421875, 289.10955810546875)","(1546.8739013671875, 601.5947265625)","(1239.0377807617188, 358.23231506347656)","(1560.7631225585938, 211.95943450927734)","(102.93973922729492, 257.9336471557617)","(894.8733215332031, 629.5657958984375)","(763.0996398925781, 303.5630645751953)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
865,"(816.4557800292969, 283.1288757324219)","(1547.4888305664062, 600.2861633300781)","(1239.4522705078125, 357.64479064941406)","(1563.1651000976562, 211.20465087890625)","(894.8623046875, 628.7145690917969)","(856.3352355957031, 378.02403259277344)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
866,"(1546.2689208984375, 598.0765991210938)","(1235.8561401367188, 359.3391876220703)","(1561.2316284179688, 211.6348876953125)","(822.0511474609375, 283.1527404785156)","(842.2894592285156, 699.4566650390625)","(893.9653015136719, 630.4305725097656)","(718.0148620605469, 406.97991943359375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
867,"(842.3669738769531, 289.04713439941406)","(1170.4140625, 873.8763122558594)","(1545.8604736328125, 598.3249206542969)","(1237.7404174804688, 358.88140869140625)","(1561.4789428710938, 209.7681655883789)","(843.697021484375, 697.9806518554688)","(589.5014343261719, 393.5767822265625)","(854.8875732421875, 392.9502716064453)","(720.3085327148438, 405.79893493652344)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
868,"(842.9930419921875, 295.9496612548828)","(799.0536804199219, 309.29689025878906)","(472.3102722167969, 215.07637786865234)","(1546.9342651367188, 601.5669250488281)","(1236.3478393554688, 359.2145233154297)","(1559.551513671875, 210.9852066040039)","(839.558837890625, 701.5697631835938)","(587.4543762207031, 390.83265686035156)","(892.8600463867188, 629.8316955566406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
869,"(819.0785217285156, 303.81761169433594)","(1546.14599609375, 606.90185546875)","(1234.5867919921875, 359.09202575683594)","(1559.6550903320312, 211.9436492919922)","(104.61004447937012, 257.99928283691406)","(840.1075744628906, 701.5734252929688)","(581.749267578125, 396.92420959472656)","(892.1364135742188, 622.4945373535156)","(482.19139099121094, 214.72733306884766)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
870,"(800.4536743164062, 307.17686462402344)","(480.1826477050781, 207.3876190185547)","(1545.0010375976562, 604.866455078125)","(1557.7080688476562, 212.2860870361328)","(108.47198486328125, 259.545654296875)","(843.0821533203125, 698.3747863769531)","(582.2408447265625, 398.24688720703125)","(891.01904296875, 630.1657409667969)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
871,"(814.6334228515625, 307.47047424316406)","(776.2541198730469, 322.79278564453125)","(475.90574645996094, 208.26673126220703)","(1548.1703491210938, 596.9267272949219)","(108.86489486694336, 258.9504165649414)","(578.3624267578125, 395.9551086425781)","(1555.2265625, 218.9898681640625)","(897.48046875, 629.5577392578125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
872,"(812.08154296875, 309.3245849609375)","(740.7497253417969, 325.01304626464844)","(479.27862548828125, 207.15789031982422)","(1548.2488403320312, 595.8584594726562)","(582.0277404785156, 393.89984130859375)","(106.72615432739258, 259.20584869384766)","(657.9806823730469, 366.55775451660156)","(1554.0612182617188, 218.33245849609375)","(898.21533203125, 630.4608459472656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
873,"(813.3268737792969, 310.2663116455078)","(737.6105041503906, 333.08021545410156)","(476.5269317626953, 207.55987548828125)","(1547.8668823242188, 593.4664916992188)","(847.9302978515625, 694.6510314941406)","(586.5852355957031, 392.6252899169922)","(104.60330200195312, 259.35855865478516)","(685.9430236816406, 330.7047576904297)","(656.988037109375, 370.8699035644531)","(1555.4368286132812, 219.8841094970703)","(898.5033264160156, 631.0192565917969)","(0, 0)","(0, 0)","(0, 0)"
874,"(811.5621337890625, 309.23497009277344)","(816.60400390625, 307.34716796875)","(1547.7243041992188, 591.6145324707031)","(1557.7041015625, 213.67628479003906)","(842.26220703125, 697.9189453125)","(587.0822448730469, 395.00579833984375)","(781.5362548828125, 359.67640686035156)","(106.68939590454102, 259.7863540649414)","(533.4773406982422, 280.19886779785156)","(696.7383422851562, 334.55467224121094)","(896.6187438964844, 633.9459228515625)","(0, 0)","(0, 0)","(0, 0)"
875,"(757.774658203125, 305.6097412109375)","(1559.1720581054688, 212.10111236572266)","(830.0467224121094, 310.6417999267578)","(105.80734634399414, 259.60230255126953)","(843.3722229003906, 698.209716796875)","(583.876220703125, 396.5555419921875)","(893.6497192382812, 631.5863342285156)","(532.1449584960938, 275.89627838134766)","(652.9352111816406, 372.49412536621094)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
876,"(816.9534301757812, 275.65406799316406)","(1546.960693359375, 606.4541931152344)","(584.3833923339844, 400.3911437988281)","(1560.1487426757812, 212.86268615722656)","(885.9349670410156, 286.2052001953125)","(532.5324554443359, 276.82215881347656)","(899.6590881347656, 632.5238037109375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
877,"(916.0355834960938, 280.0552062988281)","(1546.8157958984375, 602.082763671875)","(106.00506973266602, 259.5736541748047)","(880.7503967285156, 374.89385986328125)","(534.3539581298828, 278.9774932861328)","(658.9870910644531, 379.3076477050781)","(1554.4871215820312, 221.06552124023438)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
878,"(481.00856018066406, 206.942138671875)","(1548.7421875, 598.4232177734375)","(909.9052734375, 278.3650817871094)","(107.0512580871582, 259.49645233154297)","(665.1839904785156, 379.4378967285156)","(1554.1752319335938, 221.8115692138672)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
879,"(487.0133056640625, 202.1817398071289)","(1548.0848999023438, 598.5677795410156)","(583.2509155273438, 402.18824768066406)","(901.34765625, 290.1455535888672)","(106.9603157043457, 259.60131072998047)","(906.6506958007812, 388.97650146484375)","(671.1853942871094, 377.2082977294922)","(1554.0607299804688, 220.74281311035156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
880,"(830.4562683105469, 306.0758056640625)","(1546.5350341796875, 599.0075073242188)","(1242.8611450195312, 355.6839904785156)","(1556.5704345703125, 211.6190643310547)","(887.414306640625, 307.8076934814453)","(847.410400390625, 695.7693786621094)","(587.0767211914062, 402.6350555419922)","(896.2973937988281, 631.5072631835938)","(532.8655700683594, 288.2378387451172)","(669.5575866699219, 372.9746551513672)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
881,"(849.169189453125, 309.9151916503906)","(1546.6722412109375, 600.8460083007812)","(1245.3961791992188, 355.75669860839844)","(1559.2372436523438, 209.75824737548828)","(843.8317565917969, 698.9595031738281)","(588.8107299804688, 400.9073486328125)","(742.814697265625, 962.6575622558594)","(893.9877319335938, 630.9363403320312)","(845.2792053222656, 340.4860076904297)","(536.46240234375, 288.88409423828125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
882,"(814.2036437988281, 311.7844696044922)","(490.4670104980469, 208.2713623046875)","(1170.1063232421875, 873.9825134277344)","(1548.6311645507812, 601.8198547363281)","(1244.3409423828125, 355.5364074707031)","(1560.707275390625, 208.6989288330078)","(105.65463256835938, 256.41895294189453)","(844.5841064453125, 696.9288635253906)","(590.9560241699219, 401.3162536621094)","(890.8855285644531, 624.9986267089844)","(673.58935546875, 375.0092315673828)","(1551.7564697265625, 221.00146484375)","(0, 0)","(0, 0)"
883,"(814.3981018066406, 310.02586364746094)","(492.52447509765625, 210.7608642578125)","(1546.4841918945312, 604.4613342285156)","(1243.648193359375, 355.7350311279297)","(740.5516052246094, 336.4385223388672)","(104.82149505615234, 256.3243103027344)","(842.2676086425781, 697.7550964355469)","(590.7153930664062, 399.89190673828125)","(890.6470947265625, 630.5785522460938)","(1551.113525390625, 221.03717803955078)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
884,"(820.2964782714844, 307.1554260253906)","(489.96556091308594, 212.93289184570312)","(1545.873046875, 603.6131591796875)","(1240.3403930664062, 354.2995147705078)","(737.9735717773438, 962.7318725585938)","(1556.6664428710938, 212.4556427001953)","(105.64337730407715, 256.21827697753906)","(589.877197265625, 399.3685302734375)","(687.66796875, 372.0251159667969)","(890.9134521484375, 628.9224548339844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
885,"(819.672607421875, 306.76275634765625)","(711.9335632324219, 342.5604553222656)","(1545.865966796875, 603.4126281738281)","(104.34541893005371, 256.6292419433594)","(894.8622131347656, 628.6250305175781)","(590.8291625976562, 396.2100524902344)","(540.8009338378906, 284.5577697753906)","(680.7812194824219, 375.8353271484375)","(1550.2317504882812, 221.43036651611328)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
886,"(818.2999877929688, 307.8212432861328)","(735.606201171875, 348.65093994140625)","(1544.2195434570312, 609.1205139160156)","(1558.2117309570312, 212.43170928955078)","(591.6321105957031, 396.3287658691406)","(838.9394836425781, 505.1339111328125)","(682.7730407714844, 366.0433807373047)","(891.5965881347656, 628.956787109375)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
887,"(820.7887573242188, 307.514404296875)","(767.14501953125, 326.22056579589844)","(1544.7594604492188, 610.2098388671875)","(1556.39453125, 214.04198455810547)","(593.1107788085938, 396.7393035888672)","(692.1157836914062, 336.2837371826172)","(891.8917541503906, 629.0823364257812)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
888,"(1170.5885009765625, 874.6090698242188)","(1547.352783203125, 602.517578125)","(1555.884521484375, 214.11849212646484)","(800.9823303222656, 302.90394592285156)","(843.27197265625, 696.8914489746094)","(594.4398803710938, 395.6654815673828)","(746.9329833984375, 298.6291961669922)","(845.9493103027344, 504.0310821533203)","(890.4205017089844, 630.7869262695312)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
889,"(1548.6098022460938, 602.3154602050781)","(1556.324951171875, 213.49623107910156)","(811.6820983886719, 303.1937255859375)","(840.6939697265625, 699.6852416992188)","(592.8171691894531, 394.9325714111328)","(892.7405395507812, 629.4863891601562)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
890,"(1546.27197265625, 600.5317687988281)","(1553.931884765625, 215.40409088134766)","(868.6650085449219, 330.8924865722656)","(837.7041015625, 702.4567565917969)","(821.421142578125, 287.9772033691406)","(894.1268920898438, 631.5793151855469)","(734.9485778808594, 417.01873779296875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
891,"(1170.5354614257812, 874.2878723144531)","(1545.8595581054688, 600.8263854980469)","(1554.29345703125, 215.76082611083984)","(933.84228515625, 330.40476989746094)","(842.8773803710938, 700.7662048339844)","(862.8044128417969, 280.9569854736328)","(895.0321655273438, 630.7312622070312)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
892,"(1170.2704467773438, 874.6531677246094)","(1546.736083984375, 599.0218811035156)","(876.9378051757812, 274.95594787597656)","(833.4701538085938, 704.5868835449219)","(1553.096923828125, 215.90231323242188)","(895.9004516601562, 630.464599609375)","(857.4862670898438, 396.6346435546875)","(949.3553161621094, 311.7430114746094)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
893,"(1170.2125244140625, 874.67724609375)","(1547.2601928710938, 598.1908874511719)","(867.0823364257812, 280.1538391113281)","(833.9532470703125, 704.4826965332031)","(1553.7807006835938, 215.54232788085938)","(898.0271606445312, 630.8323669433594)","(860.4141845703125, 387.43540954589844)","(941.1244812011719, 307.79774475097656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
894,"(916.5911865234375, 284.7299499511719)","(1169.9560546875, 874.5711975097656)","(1547.3881225585938, 597.62841796875)","(857.1102905273438, 280.1213073730469)","(833.09716796875, 704.1352844238281)","(1555.4243774414062, 213.757568359375)","(857.5189514160156, 689.83740234375)","(864.4230651855469, 390.05870056152344)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
895,"(1170.4647827148438, 874.3393859863281)","(1547.0908813476562, 597.2708129882812)","(1242.8368530273438, 355.92124938964844)","(833.1473388671875, 704.2902221679688)","(1556.0459594726562, 213.68856048583984)","(855.8499450683594, 692.0433959960938)","(896.3681945800781, 629.9159851074219)","(539.60546875, 252.9672088623047)","(660.8267211914062, 359.8489532470703)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
896,"(1546.6900634765625, 599.4916687011719)","(1242.0177001953125, 356.0511169433594)","(832.9346618652344, 704.1595458984375)","(1560.483642578125, 210.41049194335938)","(857.8118286132812, 689.7734069824219)","(661.8270874023438, 356.2088165283203)","(421.907958984375, 231.57621002197266)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
897,"(767.9447937011719, 318.1217956542969)","(820.4903564453125, 421.2228698730469)","(1548.6109619140625, 600.4149780273438)","(1242.3084716796875, 355.5629425048828)","(832.2873229980469, 703.7658996582031)","(1565.8011474609375, 208.30039978027344)","(854.0999145507812, 691.9378051757812)","(419.45668029785156, 234.19451141357422)","(662.3453674316406, 356.36376953125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
898,"(748.7001037597656, 317.5187683105469)","(1545.9692993164062, 599.8579711914062)","(1243.5709838867188, 355.56500244140625)","(1564.9112548828125, 210.49677276611328)","(852.8794555664062, 692.9031066894531)","(417.2160339355469, 234.03311157226562)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
899,"(812.9485778808594, 308.9448699951172)","(748.2437133789062, 320.32972717285156)","(1169.9987182617188, 873.8167724609375)","(1547.3545532226562, 596.4880981445312)","(1245.260009765625, 354.98046875)","(1561.1989135742188, 210.6273193359375)","(845.5978088378906, 696.9913024902344)","(660.53125, 367.0301818847656)","(878.961181640625, 556.5962219238281)","(417.4001159667969, 231.76151275634766)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
900,"(779.3412780761719, 317.29942321777344)","(1548.4674072265625, 596.8371276855469)","(845.5603332519531, 695.5048828125)","(661.3153686523438, 363.8958740234375)","(734.124755859375, 966.8281555175781)","(845.9358215332031, 503.9778747558594)","(1551.3004760742188, 220.02975463867188)","(898.9059448242188, 629.5952758789062)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
901,"(822.8744506835938, 294.177001953125)","(1170.6419067382812, 873.8648986816406)","(1548.3182983398438, 592.9395446777344)","(853.0829467773438, 692.3902282714844)","(840.9486999511719, 400.9056854248047)","(659.0298461914062, 363.4338073730469)","(1552.275634765625, 219.1036376953125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
902,"(852.5168762207031, 273.11063385009766)","(1550.0413208007812, 591.0034484863281)","(832.3143005371094, 703.9797668457031)","(834.6360473632812, 292.3207702636719)","(857.6363220214844, 690.1310119628906)","(648.5064697265625, 364.55772399902344)","(857.6952514648438, 395.9767150878906)","(1552.8843994140625, 219.4449920654297)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
903,"(857.3205261230469, 275.212158203125)","(1170.8916015625, 873.8157958984375)","(1550.8164672851562, 594.0366516113281)","(832.0720520019531, 703.8610534667969)","(847.2286071777344, 287.17018127441406)","(856.3033752441406, 689.6560668945312)","(650.7524108886719, 366.31187438964844)","(871.0231628417969, 385.976318359375)","(1552.8086547851562, 219.4185028076172)","(902.6445007324219, 632.3707275390625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
904,"(1547.8171997070312, 598.3650207519531)","(1557.5604858398438, 210.83106994628906)","(864.5466613769531, 287.8738555908203)","(856.3780517578125, 689.4818725585938)","(649.9822998046875, 363.27459716796875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
905,"(859.6559753417969, 290.864990234375)","(1547.2311401367188, 604.3061218261719)","(897.5229797363281, 631.1145324707031)","(650.5386657714844, 358.6593475341797)","(1552.7683715820312, 218.55038452148438)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
906,"(1549.8353271484375, 600.2554626464844)","(841.7371520996094, 298.36500549316406)","(853.7592163085938, 693.8392639160156)","(864.8818359375, 397.3699035644531)","(1553.3617553710938, 218.64887237548828)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
907,"(821.2266540527344, 311.01220703125)","(850.0009155273438, 410.1285858154297)","(1548.5286254882812, 598.8010864257812)","(1566.1858520507812, 199.27235412597656)","(854.8078002929688, 692.3205871582031)","(564.03271484375, 391.2119140625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
908,"(1548.1187744140625, 598.4031066894531)","(1569.7544555664062, 195.77233123779297)","(815.541748046875, 316.8099670410156)","(856.409912109375, 690.5699768066406)","(563.1688537597656, 392.159423828125)","(650.1905822753906, 361.8439483642578)","(841.6100769042969, 416.9364929199219)","(901.2197875976562, 631.4205627441406)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
909,"(1547.7178344726562, 599.1992492675781)","(781.8285827636719, 333.9952697753906)","(1568.5502319335938, 202.21197509765625)","(827.0484924316406, 307.4779052734375)","(853.4758605957031, 692.6607360839844)","(646.640625, 365.0281524658203)","(895.8050537109375, 630.1013793945312)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
910,"(805.8623046875, 304.52235412597656)","(1547.6751708984375, 599.7909545898438)","(1566.8580932617188, 204.2297821044922)","(857.5717468261719, 688.749755859375)","(568.3705749511719, 392.09423828125)","(894.1754150390625, 628.5718688964844)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
911,"(792.7460327148438, 301.1746063232422)","(1548.2906494140625, 600.6227722167969)","(1560.9932250976562, 208.64651489257812)","(857.9026794433594, 689.2246398925781)","(568.4851379394531, 391.74253845214844)","(892.7669982910156, 626.8171081542969)","(416.34727478027344, 233.44178771972656)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
912,"(788.2163696289062, 307.04058837890625)","(1547.249755859375, 601.5086975097656)","(1561.9541015625, 207.82139587402344)","(847.5667114257812, 697.1351623535156)","(568.7868041992188, 392.00559997558594)","(890.3071899414062, 616.6234741210938)","(837.8267517089844, 392.6109924316406)","(419.3242492675781, 228.75759887695312)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
913,"(1546.8098754882812, 601.9328308105469)","(1564.0413208007812, 206.90504455566406)","(845.0420532226562, 310.6099395751953)","(850.8373413085938, 694.0328979492188)","(572.2890625, 392.7066345214844)","(792.5315551757812, 287.5652770996094)","(420.92279052734375, 230.41617584228516)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
914,"(1546.1810302734375, 603.4972839355469)","(806.1801147460938, 281.544921875)","(1564.026123046875, 206.9804916381836)","(871.7457885742188, 300.09373474121094)","(841.6911315917969, 701.1287536621094)","(736.1850891113281, 964.6328735351562)","(894.3251647949219, 631.0216674804688)","(420.28468322753906, 228.3889617919922)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
915,"(497.89796447753906, 211.85909271240234)","(1544.6531982421875, 609.4202575683594)","(826.2872924804688, 269.07594299316406)","(1564.8201293945312, 206.0427474975586)","(892.3036804199219, 286.93370056152344)","(843.2900085449219, 701.1659851074219)","(894.4165344238281, 631.0073547363281)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
916,"(901.7663269042969, 272.95777893066406)","(499.653564453125, 214.3140869140625)","(1545.062255859375, 610.8950805664062)","(582.736083984375, 390.85511779785156)","(841.3692932128906, 271.53076171875)","(1564.2086181640625, 206.90653228759766)","(894.9682312011719, 278.8629608154297)","(849.1571044921875, 696.398681640625)","(662.4074401855469, 363.4405212402344)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
917,"(908.2525329589844, 271.5634536743164)","(498.12351989746094, 214.65079498291016)","(1544.2992553710938, 611.7398071289062)","(1564.1176147460938, 206.85678100585938)","(898.5571899414062, 282.2178649902344)","(845.6153564453125, 699.4751892089844)","(580.6848754882812, 388.48291015625)","(896.9443359375, 631.1561889648438)","(664.4537658691406, 364.6678924560547)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
918,"(1547.1491088867188, 601.3485107421875)","(825.9837341308594, 300.8734588623047)","(1563.7227783203125, 206.3049774169922)","(862.5856018066406, 279.0361022949219)","(848.2550354003906, 697.0934753417969)","(585.6104125976562, 390.5540466308594)","(896.9133605957031, 629.3641052246094)","(426.5119171142578, 229.3984375)","(668.4794311523438, 368.21107482910156)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
919,"(1547.5582275390625, 602.7682189941406)","(1564.4082641601562, 206.2396240234375)","(825.191162109375, 289.785400390625)","(841.7439575195312, 701.3551330566406)","(588.9153137207031, 392.21656799316406)","(894.7309875488281, 629.5935974121094)","(425.1449890136719, 229.98428344726562)","(671.9699401855469, 367.6374053955078)","(870.9992980957031, 388.06309509277344)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
920,"(829.6621398925781, 295.05906677246094)","(830.7022705078125, 505.6291198730469)","(1547.5991821289062, 599.9922485351562)","(1560.5726318359375, 209.87484741210938)","(823.5235900878906, 301.7076721191406)","(838.12744140625, 701.5372619628906)","(532.2591705322266, 283.38136291503906)","(672.6771850585938, 361.8460998535156)","(898.7914733886719, 632.7369384765625)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
921,"(817.279541015625, 310.9355010986328)","(802.1562805175781, 430.1846923828125)","(1546.7847290039062, 600.3982849121094)","(1565.0921630859375, 205.65374755859375)","(840.6716003417969, 699.611083984375)","(590.368408203125, 390.89686584472656)","(735.061279296875, 965.564208984375)","(527.2971801757812, 282.60691833496094)","(898.3955993652344, 632.9044189453125)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
922,"(785.1502990722656, 328.9818115234375)","(790.4378051757812, 437.3080749511719)","(1546.49609375, 599.8521118164062)","(734.8941955566406, 963.7440795898438)","(775.9690551757812, 338.8896789550781)","(1581.4769897460938, 198.0483169555664)","(592.0703735351562, 392.06072998046875)","(424.2503356933594, 232.63539123535156)","(899.2882690429688, 629.6707763671875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
923,"(753.0050048828125, 331.69190979003906)","(1545.9405517578125, 601.8537902832031)","(736.6873168945312, 965.1331481933594)","(739.530029296875, 351.3333435058594)","(1559.5205688476562, 207.76473236083984)","(591.5611877441406, 394.087646484375)","(900.0988159179688, 629.1599731445312)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
924,"(1548.0234985351562, 602.5531921386719)","(736.8132629394531, 965.529541015625)","(1558.2381591796875, 212.2322006225586)","(590.2434387207031, 396.0522766113281)","(729.7650146484375, 322.61790466308594)","(900.1611633300781, 629.2090148925781)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
925,"(705.5222473144531, 331.6422424316406)","(827.0097351074219, 497.90191650390625)","(1544.3053588867188, 606.6788024902344)","(736.0497131347656, 964.4674377441406)","(1557.2284545898438, 212.4199676513672)","(588.9153442382812, 399.4921875)","(900.6925964355469, 629.1010131835938)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
926,"(720.0631103515625, 320.30224609375)","(1541.4353637695312, 610.0191650390625)","(1557.3258666992188, 212.1460189819336)","(896.7239379882812, 627.5949401855469)","(588.7494201660156, 396.77490234375)","(673.4856567382812, 366.17677307128906)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
927,"(783.2887268066406, 406.8815460205078)","(1543.1800537109375, 604.4133911132812)","(1557.4332275390625, 211.62115478515625)","(896.4398498535156, 628.02978515625)","(592.5863037109375, 399.5261688232422)","(779.5600891113281, 315.3772430419922)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
928,"(1542.9840087890625, 605.3136291503906)","(1557.7799682617188, 212.67608642578125)","(101.4210090637207, 257.7044906616211)","(896.5283203125, 628.8499450683594)","(668.2759094238281, 378.0433807373047)","(742.9207458496094, 304.0846710205078)","(846.0192565917969, 504.6788330078125)","(806.8231811523438, 312.42449951171875)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
929,"(811.3042907714844, 392.2113037109375)","(1543.3202514648438, 615.1385803222656)","(1565.6831665039062, 207.1564712524414)","(842.165771484375, 308.02410888671875)","(767.1491394042969, 289.3589630126953)","(898.7004089355469, 630.1581420898438)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
930,"(828.018310546875, 505.74745178222656)","(883.707275390625, 292.0816345214844)","(849.9034118652344, 692.9100036621094)","(812.3512573242188, 273.89427185058594)","(892.4729309082031, 626.7464599609375)","(1552.3966674804688, 218.71648406982422)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
931,"(1545.8676147460938, 610.208251953125)","(871.7186889648438, 275.2993469238281)","(840.7700805664062, 700.6637268066406)","(826.0599365234375, 260.7635726928711)","(894.6336364746094, 629.6160583496094)","(1551.9403686523438, 219.27816772460938)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)"
